Kanton;Gemeinde;FlÑche;LÑngengrad;Breitengrad
SZ;Rothenthurm;2285;694447;217149
SZ;Sattel;1736;690611;215017
SZ;SchÅbelbach;2901;713343;223736
SZ;Schwyz;5325;693962;208784
SZ;Sihlsee;1075;702227;220034
SZ;Steinen;1184;688964;211850
SZ;Steinerberg;690;686788;213570
SZ;Tuggen;1352;713745;228740
SZ;Unteriberg;4656;705838;211718
SZ;VierwaldstÑttersee (SZ);1676;683094;205134
SZ;Vorderthal;2798;710068;220492
SZ;Wangen (SZ);845;709962;228076
SZ;Wollerau;632;695746;227107
SZ;Zugersee (SZ);1167;680509;215436
SZ;ZÅrichsee (SZ);1748;705087;229521
OW;Alpnach;5376;660316;200176
OW;Engelberg;7485;675963;185877
OW;Giswil;8596;651891;187416
OW;Kerns;9258;665809;187997
OW;Lungern;4650;655644;181993
OW;Sachseln;5391;661615;187308
OW;Sarnen;7312;656224;194413
OW;Sarnersee;736;659315;190924
OW;VierwaldstÑttersee (OW);255;665341;201354
NW;Beckenried;2422;678274;199523
NW;Buochs;995;674689;202006
NW;Dallenwil;1547;670559;196669
NW;Emmetten;2493;682643;199957
NW;EnnetbÅrgen;933;674035;204902
NW;Ennetmoos;1407;667315;199560
NW;Hergiswil (NW);1430;663428;204182
NW;Oberdorf (NW);1625;673647;199486
NW;Stans;1109;670381;201279
NW;Stansstad;912;669826;204001
NW;VierwaldstÑttersee (NW);3440;675597;204415
NW;Wolfenschiessen;9277;672883;190618
GL;Betschwanden;975;722884;198895
GL;Bilten;1581;719008;223064
GL;Braunwald;1019;717543;200606
GL;Diesbach (GL);720;722712;200507
GL;Elm;9081;730864;196431
GL;Engi;4067;731627;206720
GL;Ennenda;2223;726139;211723
GL;Filzbach;1388;728030;217715
GL;Glarus;6925;717099;208922
GL;Haslen;1155;724358;202249
GL;HÑtzingen;319;722587;202281
GL;Leuggelbach;173;721557;204297
GL;Linthal;13123;717452;191410
GL;Luchsingen;2029;718891;204001
GL;Matt;4118;733847;203742
GL;Mitlîdi;623;724827;208477
GL;Mollis;2187;725533;217344
GL;MÅhlehorn;769;732138;217423
GL;NÑfels;3693;719043;215773
GL;Netstal;1067;721767;213778
GL;Nidfurn;258;722082;205310
GL;Niederurnen;1411;720224;220756
GL;Oberurnen;1280;719830;219012
GL;Obstalden;2380;730244;215569
GL;Riedern;152;721642;212193
GL;RÅti (GL);615;720471;199153
GL;Schwanden (GL);3065;725263;203837
GL;SchwÑndi;346;723008;208176
GL;Sool;1327;728214;208208
GL;Walensee (GL);440;729966;220765
ZG;Aegerisee;726;689573;219647
ZG;Baar;2485;683232;227750
ZG;Cham;1775;676398;228301
ZG;HÅnenberg;1843;674342;227166
ZG;Menzingen;2753;688289;224983
ZG;Neuheim;794;686688;228247
ZG;OberÑgeri;2997;691659;220909
ZG;Risch;1485;676037;221548
ZG;Steinhausen;504;679452;228043
ZG;UnterÑgeri;2559;686439;219456
ZG;Walchwil;1355;683031;218076
ZG;Zug;2161;682259;222679
ZG;Zugersee (ZG);2433;679407;222321
FR;Agriswil;140;581936;200418
FR;Albeuve;1259;568536;150586
FR;Alterswil;1611;586651;182388
FR;Arconciel;617;575744;177868
FR;Attalens;976;555395;151358
FR;Auboranges;192;551443;159368
FR;Aumont;528;555489;183058
FR;Autafond;242;572323;185072
FR;Autavaux;144;557147;190506
FR;Autigny;622;568576;176599
FR;Avry-devant-Pont;343;572521;170735
FR;Avry-sur-Matran;428;571549;182005
FR;Barberàche;917;578218;189897
FR;Bas-Vully;995;575099;202085
FR;Belfaux;646;573784;186456
FR;Berlens;300;562729;171678
FR;Besencens;211;556308;159765
FR;Billens-Hennens;488;557775;170607
FR;Bionnens;109;555409;165033
FR;Bollion;86;553253;185217
FR;Bonnefontaine;499;582141;175504
FR;Bîsingen;1434;584540;192564
FR;Bossonnens;410;554696;153243
FR;Botterens;196;575138;163100
FR;Bouloz;381;557794;162766
FR;Broc;1004;575532;161058
FR;BrÅnisried;325;587602;178479
FR;BÅchslen;155;580187;199326
FR;Bulle;1240;569375;162667
FR;Bussy (FR);359;558345;187168
FR;Cerniat (FR);3369;581880;168303
FR;ChÉbles;477;552043;185933
FR;Chapelle (Broye);205;555242;179352
FR;Chapelle (GlÉne);203;553952;159798
FR;Charmey;7844;582071;161209
FR;ChÉtel-Saint-Denis;4791;562268;152790
FR;ChÉtel-sur-Montsalvens;204;576193;163019
FR;ChÉtillon (FR);131;553564;186715
FR;ChÉtonnaye;633;561763;178123
FR;Chavannes-les-Forts;448;558365;166284
FR;Chavannes-sous-Orsonnens;411;565402;175215
FR;Cheiry;441;553861;177644
FR;ChÇnens;395;566223;176993
FR;ChÇsopelloz;162;572391;183924
FR;Cheyres;513;550347;184594
FR;Corbiäres;415;575599;167216
FR;Cordast;313;578093;191380
FR;Corjolens;155;569907;181800
FR;Cormagens;160;577049;187264
FR;Corminboeuf;562;573863;183495
FR;Corpataux-Magnedens;437;574018;176888
FR;Corserey;344;565663;180178
FR;Cottens (FR);497;569252;178087
FR;Courgevaux;336;574567;194953
FR;Courlevon;326;575006;193447
FR;Courtaman;119;576579;191163
FR;Courtepin;288;576019;190087
FR;Cressier (FR);417;577093;194121
FR;CrÇsuz;178;577229;163515
FR;Cugy (FR);655;558420;184569
FR;Delley;439;564236;196099
FR;Domdidier;893;567778;190255
FR;Dompierre (FR);445;565746;189618
FR;DÅdingen;3078;581112;188208
FR;Echarlens;463;572327;166131
FR;Ecublens (FR);490;551619;162873
FR;Ecuvillens;523;572483;178324
FR;Enney;847;571488;156755
FR;Ependes (FR);561;577856;178478
FR;Esmonts;228;554694;166091
FR;Essert (FR);247;578899;176142
FR;Estavannens;2111;576372;156993
FR;Estavayer-le-Gibloux;248;568325;174867
FR;Estavayer-le-Lac;639;555616;188887
FR;EstÇvenens;332;563759;168436
FR;Farvagny;1003;571536;175235
FR;Ferpicloz;101;578993;177413
FR;FÇtigny;409;559927;182976
FR;Fiaugäres;388;558076;159926
FR;Font;250;553365;187205
FR;Forel (FR);503;558604;191586
FR;FrÑschels;312;582471;205229
FR;Frasses;197;556353;186257
FR;Fribourg;930;578712;183708
FR;Galmiz;906;577790;200902
FR;Gempenach;169;581727;199168
FR;Giffers;521;583612;178222
FR;Gillarens;199;553031;159758
FR;Givisiez;346;576107;184667
FR;Gletterens;291;561705;194502
FR;Grandvillard;2417;574749;153045
FR;Granges (Veveyse);446;553037;152888
FR;Granges-de-Vesin;114;554444;184549
FR;Granges-Paccot;400;577850;185881
FR;Grangettes;331;564547;169043
FR;Grattavache;221;560575;160558
FR;Greng;97;573583;195964
FR;Grolley;534;571670;186837
FR;Gruyäres;2838;570353;158179
FR;Gumefens;318;571806;169782
FR;Gurmels;586;579722;193276
FR;Guschelmuth;308;577215;192672
FR;Hauteville;1051;576704;168646
FR;Haut-Vully;752;572122;201000
FR;Heitenried;912;589605;187249
FR;Jaun;5521;586788;161643
FR;Jeuss;178;579400;194872
FR;Kerzers;1223;581748;203380
FR;Kleinbîsingen;301;582005;193568
FR;La Corbaz;230;575394;187836
FR;La Joux (FR);443;561538;163970
FR;La Magne;87;561123;165299
FR;La Neirigue;144;562947;170433
FR;La Roche;2407;578750;171309
FR;La Tour-de-Tràme;1145;570533;161034
FR;Lac de Gruyäre;919;574006;168294
FR;Lac de NeuchÉtel (FR);5339;554874;191889
FR;Le Bry;339;572593;171970
FR;Le ChÉtelard;751;566044;169469
FR;Le Cràt;746;560191;161883
FR;Le PÉquier (FR);451;570278;160100
FR;LÇchelles;874;568742;186992
FR;Lentigny;481;566606;178891
FR;Les Ecasseys;164;559494;163475
FR;Lessoc;1486;572152;150249
FR;Liebistorf;386;581301;195612
FR;Lieffrens;180;558656;164778
FR;Lossy-Formangueires;300;575077;186868
FR;Lovens;188;568141;180391
FR;Lully (FR);277;555115;186818
FR;Lurtigen;232;579735;197513
FR;Lussy (FR);446;561779;174093
FR;Mannens-Grandsivaz;500;564626;182433
FR;Marly;770;577895;180578
FR;Marsens;601;569415;167337
FR;Massonnens;425;564632;171816
FR;Matran;286;573454;181475
FR;Maules;527;566167;165849
FR;MÇniäres;435;557812;181722
FR;Meyriez;34;574728;196966
FR;MÇziäres (FR);593;560868;169879
FR;Middes;518;562569;180450
FR;Misery-Courtion;1140;573028;189735
FR;Montagny (FR);1253;566569;185167
FR;Montbovon;2002;566989;146758
FR;Montbrelloz;184;557933;189398
FR;Montet (Broye);192;556298;185229
FR;Montet (GlÉne);219;552101;165758
FR;MontÇvraz;332;580281;174508
FR;Morens (FR);259;559230;188433
FR;Morlon;248;573061;163715
FR;Mossel;319;555778;162670
FR;Muntelier;113;576934;199100
FR;Murist;820;552083;182941
FR;Murten;1205;577486;198357
FR;Murtensee (FR);1432;574008;198576
FR;Neirivue;1298;568672;153166
FR;Neyruz (FR);554;571456;179720
FR;NorÇaz;690;569306;183529
FR;Nuvilly;400;553799;181712
FR;Oberried (FR);295;581281;175063
FR;Oberschrot;535;587093;176216
FR;Onnens (FR);360;569435;180183
FR;Orsonnens;395;566046;173795
FR;Pierrafortscha;506;580301;181148
FR;Plaffeien;5928;590586;170661
FR;Plasselb;1812;585091;173346
FR;Pont (Veveyse);221;555066;160162
FR;Ponthaux;592;570133;185167
FR;Pont-la-Ville;432;575144;172551
FR;Porsel;356;556502;161310
FR;Portalban;287;562863;195400
FR;Posieux;671;574732;180099
FR;Praratoud;224;554516;176257
FR;Praroman;320;580311;177764
FR;PrÇvondavaux;179;551373;175772
FR;Prez-vers-NorÇaz;568;567617;181719
FR;Prez-vers-Siviriez;417;556798;165046
FR;Progens;371;560292;159673
FR;Promasens;251;552766;161298
FR;Rechthalten;729;585281;179151
FR;Remaufens;591;557349;154126
FR;Riaz;776;569666;165747
FR;Ried bei Kerzers;619;580047;201619
FR;Romanens;340;564605;166924
FR;Romont (FR);1089;560191;172235
FR;Rossens (FR);510;574098;174756
FR;Rue;669;553379;162956
FR;Rueyres-les-PrÇs;319;559772;189686
FR;Rueyres-Saint-Laurent;293;569339;173658
FR;Rueyres-Treyfayes;256;562915;166268
FR;Russy;370;566850;187858
FR;Saint-Aubin (FR);789;565192;193550
FR;Saint-Martin (FR);378;557334;158262
FR;SÉles (Gruyäre);755;563582;164037
FR;Salvenach;381;578186;195931
FR;Schmitten (FR);1350;585333;188619
FR;Seiry;186;553939;185018
FR;Semsales;2936;562978;157734
FR;Senädes;50;577421;176806
FR;SÇvaz;249;556960;187747
FR;Siviriez;846;557070;167866
FR;Sommentier;326;559853;165111
FR;Sorens;872;569777;168981
FR;St.Antoni;1679;588082;185284
FR;St.Silvester;707;583339;176351
FR;St.Ursen;1576;583635;181767
FR;Staatswald Galm;254;580188;196300
FR;Surpierre;258;555428;177524
FR;Tafers;840;583389;185041
FR;Tentlingen;361;581772;179638
FR;Torny-le-Grand;500;564034;179714
FR;Treyvaux;1144;577463;174822
FR;Ueberstorf;1612;591442;190933
FR;Ulmiz;283;581721;197673
FR;Ursy;225;553845;164856
FR;Vallon;350;562998;192765
FR;Vauderens;239;555004;163762
FR;Vaulruz;1016;565348;162708
FR;Vesin;333;556770;183945
FR;Villaraboud;317;559753;167775
FR;Villarbeney;219;575346;164429
FR;Villarepos;477;572665;192420
FR;Villargiroud;324;566532;171676
FR;Villariaz;322;562162;168122
FR;Villarimboud;541;563886;176748
FR;Villarlod;282;568874;171881
FR;Villarsel-le-Gibloux;214;567634;173490
FR;Villarsel-sur-Marly;141;579893;179013
FR;Villarsiviriaux;416;567881;171096
FR;Villars-sous-Mont;373;570782;154847
FR;Villars-sur-GlÉne;549;576067;182626
FR;Villarvolard;545;575613;165854
FR;Villaz-Saint-Pierre;559;563452;174481
FR;Villeneuve (FR);354;556284;176801
FR;Vuadens;1044;566757;161997
FR;Vuarmarens;375;553566;166774
FR;Vuippens;180;572457;167892
FR;Vuissens;561;548835;176159
FR;Vuisternens-devant-Romont;410;561250;166719
FR;Vuisternens-en-Ogoz;619;570744;172630
FR;Wallenbuch;136;583789;197879
FR;Wallenried;386;575054;191747
FR;WÅnnewil-Flamatt;1323;588336;191778
FR;ZÇnauva;161;580751;174661
FR;Zumholz;189;588922;178393
SO;Aedermannsdorf;1288;611654;240153
SO;Aeschi (SO);380;616918;224969
SO;Aetigkofen;205;601938;219170
SO;Aetingen;283;604669;219749
SO;Balm bei GÅnsberg;548;608062;234484
SO;Balm bei Messen;218;599699;217057
SO;Balsthal;1570;619789;240430
SO;BÑrschwil;1123;602048;248245
SO;BÑttwil;167;605377;260099
SO;Beinwil (SO);2269;611596;245061
SO;Bellach;527;604328;228849
SO;Bettlach;1221;598498;228627
SO;Biberist;1229;608271;226017
SO;Bibern (SO);298;601162;221881
SO;Biezwil;418;598516;217866
SO;Bolken;212;616921;226931
SO;Boningen;278;631434;239268
SO;Breitenbach;680;608945;250640
SO;BrÅgglen;173;604310;221438
SO;Brunnenthal;88;602114;215012
SO;BÅren (SO);623;617694;255253
SO;BÅsserach;755;608009;248776
SO;DÑniken;541;640568;244399
SO;Deitingen;764;613790;229687
SO;Derendingen;563;611466;226778
SO;Dornach;577;613994;258437
SO;Dulliken;606;638359;243891
SO;Egerkingen;696;627043;241747
SO;Eppenberg-Wîschnau;182;644251;247845
SO;Erschwil;744;608029;246788
SO;Etziken;338;615699;226343
SO;Fehren;148;610676;249600
SO;Feldbrunnen-St.Niklaus;251;608604;230454
SO;Flumenthal;310;612387;231494
SO;Fulenbach;452;629818;236731
SO;GÑnsbrunnen;1144;602147;234569
SO;Gempen;600;616614;258646
SO;Gerlafingen;186;610113;224413
SO;Gossliwil;194;599682;220638
SO;Grenchen;2601;596128;227360
SO;Gretzenbach;583;642200;244770
SO;Grindel;308;605192;247662
SO;GÅnsberg;525;610265;234687
SO;Gunzgen;393;629990;240296
SO;HÑgendorf;1392;629163;243914
SO;Halten;183;613144;224152
SO;HÑrkingen;551;628945;239374
SO;Hauenstein-Ifenthal;535;631519;246781
SO;Heinrichswil-Winistorf;313;615104;223032
SO;Herbetswil;1630;609887;238074
SO;Hersiwil;143;614894;223938
SO;Hessigkofen;227;601600;220899
SO;Himmelried;600;611464;252675
SO;Hochwald;832;615156;255980
SO;Hofstetten-FlÅh;752;605251;257934
SO;Holderbank (SO);777;623647;242513
SO;Horriwil;263;614172;225510
SO;Hubersdorf;136;611361;232693
SO;HÅniken;101;614940;225842
SO;Kammersrohr;95;611634;233987
SO;Kappel (SO);509;631669;241227
SO;Kestenholz;858;623810;236208
SO;Kienberg;854;639874;254526
SO;KleinlÅtzel;1629;598429;252866
SO;Kriegstetten;114;611857;224893
SO;KÅttigkofen;214;605639;222294
SO;Kyburg-Buchegg;158;605702;221265
SO;Langendorf;196;605821;230087
SO;Laupersdorf;1551;616393;240397
SO;Lohn-Ammannsegg;445;606761;224716
SO;Lommiswil;577;602214;230834
SO;Lostorf;1325;637458;248753
SO;LÅsslingen;319;604765;226737
SO;Luterbach;452;611222;229457
SO;LÅterkofen-Ichertswil;443;604891;223549
SO;LÅterswil-GÑchliwil;305;600285;218908
SO;Matzendorf;1125;614244;239346
SO;Meltingen;574;611348;247625
SO;Messen;708;600887;215500
SO;Metzerlen;849;602446;257238
SO;MÅhledorf (SO);328;602792;220239
SO;MÅmliswil-Ramiswil;3553;618003;244298
SO;Nennigkofen;462;603824;225746
SO;Neuendorf;716;627395;238547
SO;Niederbuchsiten;548;625686;237581
SO;Niedererlinsbach;585;642413;249295
SO;Niedergîsgen;432;641185;247100
SO;Niederwil (SO);228;609872;232916
SO;Nuglar-St.Pantaleon;634;618852;257833
SO;Nunningen;1032;613417;249694
SO;Oberbuchsiten;941;624290;240196
SO;Oberdorf (SO);1193;604128;232141
SO;Obererlinsbach;303;641062;251301
SO;Obergerlafingen;152;611028;223424
SO;Obergîsgen;364;638940;246050
SO;Oberramsern;175;601756;218043
SO;Oekingen;240;613148;225316
SO;Oensingen;1207;621487;237490
SO;Olten;1149;634874;243878
SO;Recherswil;337;612356;223226
SO;Rickenbach (SO);276;631484;243606
SO;Riedholz;489;609950;231230
SO;Rodersdorf;534;600575;259312
SO;Rohr (SO);223;638809;251325
SO;RÅttenen;877;607176;232190
SO;Schnottwil;719;596399;217533
SO;Schînenwerd;373;643119;247076
SO;Seewen;1630;615592;252767
SO;Selzach;1948;600740;229584
SO;Solothurn;626;606928;228610
SO;Starrkirch-Wil;184;636913;243693
SO;Steinhof;164;618803;223162
SO;StÅsslingen;618;640079;249482
SO;Subingen;625;614040;227697
SO;Trimbach;762;634056;246641
SO;Tscheppach;183;603272;221942
SO;Unterramsern;157;603194;218666
SO;Walterswil (SO);450;639962;242140
SO;Wangen bei Olten;696;632719;243558
SO;Welschenrohr;1299;606201;236134
SO;Winznau;396;636718;246670
SO;Wisen (SO);478;634070;249420
SO;Witterswil;267;606588;259646
SO;Wolfwil;687;627209;235532
SO;Zuchwil;463;609470;228320
SO;Zullwil;364;612449;248590
BS;Basel;2391;611665;267459
BS;Bettingen;223;617581;268879
BS;Riehen;1086;615991;269879
BL;Aesch (BL);739;611065;258141
BL;Allschwil;892;607445;266042
BL;Anwil;396;637957;255922
BL;Arboldswil;348;621114;251599
BL;Arisdorf;999;624731;262141
BL;Arlesheim;694;614293;260539
BL;Augst;164;620973;264619
BL;Bennwil;651;625935;249556
BL;Biel-Benken;412;606197;261886
BL;Binningen;443;609729;265111
BL;Birsfelden;252;614386;266992
BL;Blauen;713;606386;255774
BL;Bîckten;229;629836;257464
BL;Bottmingen;299;610376;263490
BL;Bretzwil;733;615965;249497
BL;Brislach;939;608315;252689
BL;Bubendorf;1081;622507;255045
BL;Buckten;199;630793;251321
BL;Burg im Leimental;283;599862;255727
BL;Buus;886;632199;261632
BL;Diegten;964;628021;251003
BL;Diepflingen;144;630306;254987
BL;Dittingen;675;604082;254518
BL;Duggingen;586;612895;255620
BL;Eptingen;1119;628591;247726
BL;Ettingen;635;608091;258196
BL;Frenkendorf;458;619460;261167
BL;FÅllinsdorf;462;622109;262281
BL;Gelterkinden;979;631661;256323
BL;Giebenach;132;622556;263708
BL;Grellingen;331;611169;254250
BL;HÑfelfingen;396;632576;251462
BL;Hemmiken;339;634109;260024
BL;Hersberg;167;625978;260219
BL;Hîlstein;603;625376;252843
BL;Itingen;314;626099;257176
BL;KÑnerkinden;148;629715;251273
BL;Kilchberg (BL);159;634578;252864
BL;Lampenberg;399;623786;252928
BL;Langenbruck;1569;625104;245290
BL;LÑufelfingen;815;631491;249285
BL;Laufen;1137;603888;251042
BL;Lausen;556;624646;257805
BL;Lauwil;727;617303;247722
BL;Liedertswil;194;621243;248666
BL;Liesberg;1249;598875;249956
BL;Liestal;1821;621636;259448
BL;Lupsingen;312;619419;255086
BL;Maisprach;506;630665;263581
BL;MÅnchenstein;718;613466;263108
BL;Muttenz;1664;615848;263807
BL;Nenzlingen;366;609224;255398
BL;Niederdorf;441;623349;251166
BL;Nusshof;172;627120;260142
BL;Oberdorf (BL);619;623638;249210
BL;Oberwil (BL);788;608446;262907
BL;Oltingen;718;637618;253389
BL;Ormalingen;694;633151;258124
BL;Pfeffingen;489;610682;256282
BL;Pratteln;1070;619141;263116
BL;Ramlinsburg;224;624860;255540
BL;Reigoldswil;925;618981;249464
BL;Reinach (BL);700;611499;260759
BL;Rickenbach (BL);290;630931;259393
BL;Roggenburg;665;593810;253004
BL;Rîschenz;1007;601983;253568
BL;Rothenfluh;1093;636118;257841
BL;RÅmlingen;228;631545;253008
BL;RÅnenberg;498;633329;253555
BL;Schînenbuch;136;605082;264943
BL;Seltisberg;357;620888;256835
BL;Sissach;887;627824;258001
BL;Tecknau;235;634023;255054
BL;Tenniken;466;628384;253598
BL;Therwil;763;609081;260758
BL;ThÅrnen;225;629428;255886
BL;Titterten;371;620850;250166
BL;Wahlen;542;605498;249688
BL;Waldenburg;830;622715;247358
BL;Wenslingen;591;635552;254820
BL;Wintersingen;693;629272;260666
BL;Wittinsburg;321;630228;253323
BL;Zeglingen;791;635747;251365
BL;Ziefen;780;619921;253170
BL;Zunzgen;688;627149;254985
BL;Zwingen;462;606735;253909
SH;Altdorf (SH);304;691288;293711
SH;Bargen (SH);827;686416;294287
SH;Barzheim;147;695900;290729
SH;Beggingen;1259;682881;291099
SH;Beringen;1417;685432;284377
SH;Bibern (SH);180;692992;291672
SH;Bodensee (SH);27;707280;279404
SH;Buch (SH);379;700996;285903
SH;Buchberg;588;683928;269934
SH;BÅttenhardt;402;690409;289871
SH;Dîrflingen;582;695939;285169
SH;GÑchlingen;715;679585;285716
SH;Guntmadingen;448;684013;281765
SH;Hallau;1532;675402;283801
SH;Hemishofen;791;705288;282899
SH;Hemmental;1083;685461;288077
SH;Hofen;106;692821;292961
SH;Lohn (SH);490;692363;290189
SH;Lîhningen;686;683161;284224
SH;Merishausen;1756;687052;290911
SH;Neuhausen am Rheinfall;802;687166;281602
SH;Neunkirch;1792;680589;281818
SH;Oberhallau;603;677649;285326
SH;Opfertshofen (SH);210;691491;292045
SH;Osterfingen;534;679511;279121
SH;Ramsen;1350;703279;284708
SH;RÅdlingen;551;684965;271226
SH;Schaffhausen;3102;690230;285702
SH;Schleitheim;2160;679185;289210
SH;Siblingen;941;681531;286265
SH;Stein am Rhein;576;706590;280516
SH;Stetten (SH);469;691470;288243
SH;Thayngen;1044;695068;288834
SH;Trasadingen;415;674166;280374
SH;Wilchingen;1578;677573;279885
AR;BÅhler;561;750110;249667
AR;Gais;2123;753509;248478
AR;Grub (AR);425;755719;256405
AR;Heiden;748;757999;256600
AR;Herisau;2518;738591;249624
AR;Hundwil;2396;742064;242683
AR;Lutzenberg;226;760008;258892
AR;Rehetobel;675;754119;255011
AR;Reute (AR);499;760380;253671
AR;Schînengrund;520;735553;242639
AR;Schwellbrunn;1740;735701;246100
AR;Speicher;821;751304;253286
AR;Stein (AR);937;743702;249054
AR;Teufen (AR);1525;747207;251025
AR;Trogen;1001;753868;251974
AR;UrnÑsch;4825;738313;240026
AR;Wald (AR);682;755874;253565
AR;Waldstatt;674;739447;246777
AR;Walzenhausen;698;762815;256988
AR;Wolfhalden;695;760019;257595
AI;Appenzell;1686;749179;244739
AI;Gonten;2471;744383;242681
AI;Oberegg;1467;759885;253949
AI;RÅte;4083;752543;241140
AI;Schlatt-Haslen;1792;746887;247585
AI;Schwende;5753;747852;238486
SG;Alt St.Johann;5311;739580;227581
SG;AltstÑtten;3949;758407;246644
SG;Amden;4302;730991;224689
SG;Andwil (SG);629;738965;256055
SG;Au (SG);468;765843;255156
SG;Bad Ragaz;2535;754746;207093
SG;Balgach;650;763738;252256
SG;Benken (SG);1645;717996;227999
SG;Berg (SG);374;748074;261179
SG;Berneck;562;764010;254921
SG;Bodensee (SG);4435;755799;264172
SG;Bronschhofen;1319;721403;260197
SG;Brunnadern;666;728605;242361
SG;Buchs (SG);1595;753530;225426
SG;BÅtschwil;1378;723177;245933
SG;Degersheim;1446;731972;249722
SG;Diepoldsau;1120;766730;250474
SG;Ebnat-Kappel;4358;728080;234033
SG;Eggersriet;883;754123;257121
SG;Eichberg;543;757283;246186
SG;Ernetschwil;1027;719241;234540
SG;Eschenbach (SG);1327;712075;233742
SG;Flawil;1147;732768;251988
SG;Flums;7511;741173;213749
SG;Gaiserwald;1265;742813;255576
SG;Gams;2227;750856;230875
SG;Ganterschwil;802;725130;248340
SG;Goldach;470;752958;260073
SG;Goldingen;2211;715922;238266
SG;Gommiswald;1185;721485;233550
SG;Gossau (SG);2753;736946;253824
SG;Grabs;5464;748280;226004
SG;HÑggenschwil;910;743337;262148
SG;Hemberg;2017;732176;239873
SG;Jona;2046;707572;232335
SG;Jonschwil;1101;724469;254369
SG;Kaltbrunn;1867;722001;230039
SG;Kirchberg (SG);4256;719803;252033
SG;Krinau;725;721856;241889
SG;Krummenau;4235;736697;234653
SG;Lichtensteig;282;725322;242871
SG;LÅtisburg;1405;725759;250828
SG;Marbach (SG);439;761611;250590
SG;Mels;13912;744405;207275
SG;Mogelsberg;3298;729944;246478
SG;Mîrschwil;984;749834;259320
SG;Mosnang;5047;718652;245542
SG;Muolen;1033;741435;264584
SG;Nesslau;3818;732106;230709
SG;NiederbÅren;1584;733935;258294
SG;Niederhelfenschwil;1633;730171;260056
SG;OberbÅren;1770;731433;256047
SG;Oberhelfenschwil;1266;726412;245173
SG;Oberriet (SG);3453;760578;244840
SG;Oberuzwil;1411;728436;253698
SG;PfÑfers;12853;749870;199872
SG;Quarten;6179;735340;216353
SG;Rapperswil (SG);177;704915;231673
SG;Rebstein;439;762371;251431
SG;Rheineck;218;761680;259920
SG;Rieden;1144;724168;231828
SG;Rorschach;177;754979;260345
SG;Rorschacherberg;711;755723;259358
SG;RÅthi (SG);934;758446;240347
SG;Sargans;946;752713;213581
SG;SchÑnis;3994;723418;225914
SG;Schmerikon;414;714238;231653
SG;Sennwald;4152;754296;234558
SG;Sevelen;3034;753242;221829
SG;St.Gallen;3940;746137;254174
SG;St.Gallenkappel;1946;718159;236465
SG;St.Margrethen;686;764936;258135
SG;St.Peterzell;938;733130;243524
SG;Stein (SG);1225;735702;229414
SG;Steinach;448;750436;262306
SG;Thal;964;759653;260755
SG;TÅbach;199;751883;261069
SG;Untereggen;710;752027;257848
SG;Uznach;755;716829;231772
SG;Uzwil;1450;726597;256465
SG;Vilters-Wangs;3273;751054;208425
SG;Waldkirch;3125;740558;258710
SG;Walensee (SG);1978;735059;220812
SG;Walenstadt;4567;743488;221171
SG;Wartau;4176;753093;217736
SG;Wattwil;4395;724681;239064
SG;Weesen;539;725502;222623
SG;Widnau;423;766078;252760
SG;Wil (SG);762;721673;258082
SG;Wildhaus;3443;744983;231317
SG;Wittenbach;1221;746321;259132
SG;ZÅrichsee (SG);1089;707910;230801
SG;Zuzwil (SG);896;725400;259161
GR;Almens;834;756186;178855
GR;Alvaneu;3563;768666;175647
GR;Alvaschein;408;761279;171787
GR;Andeer;3039;751676;161312
GR;Andiast;1363;726590;186535
GR;Ardez;6140;809755;183535
GR;Arosa;4253;770194;181928
GR;Arvigo;1700;727490;130155
GR;Ausserferrera;3151;755048;157585
GR;Avers;9312;760720;146087
GR;BergÅn/Bravuogn;14574;779855;166320
GR;Bever;4575;781136;157361
GR;Bivio;7673;770764;147578
GR;Bonaduz;1439;747480;185598
GR;Bondo;2828;764824;131569
GR;Braggio;691;730555;129262
GR;Breil/Brigels;5088;721767;182784
GR;Brienz/Brinzauls;1337;765549;172561
GR;Brusio;4629;806647;126202
GR;Buseno;1117;728318;126313
GR;Calfreisen;513;764844;191518
GR;Cama;1500;736382;124692
GR;Camuns;1110;736379;172422
GR;Castaneda;396;730433;124664
GR;Castasegna;678;759938;135543
GR;Castiel;543;765918;190888
GR;Casti-Wergenstein;2562;746705;164534
GR;Castrisch;719;737799;181743
GR;Cauco;1089;729613;132752
GR;Cazis;726;751928;178143
GR;Celerina/Schlarigna;2403;784583;153749
GR;Chur;2809;759453;191119
GR;Churwalden;2669;760346;184154
GR;Clugin;250;751171;164284
GR;Conters im PrÑttigau;1840;779080;195398
GR;Cumbel;446;734699;177439
GR;Cunter;712;765857;165507
GR;Davos;25440;783909;181286
GR;Degen;672;730770;174610
GR;Disentis/MustÇr;9100;707691;176862
GR;Domat/Ems;2422;753824;187382
GR;Donath;215;751765;165444
GR;Duvin;1793;738379;173274
GR;Falera;2236;735029;187771
GR;Fanas;2184;771020;208690
GR;Feldis/Veulden;757;752948;184796
GR;Felsberg;1340;754304;191480
GR;Fideris;2536;775333;195409
GR;Filisur;4449;772268;169026
GR;FlÑsch;1994;759157;211975
GR;Flerden;609;749440;173295
GR;Flims;5048;740108;191395
GR;Flond;212;731559;180914
GR;Ftan;4309;812792;189859
GR;Fuldera;1323;822647;165610
GR;Furna;3332;769321;198226
